masv,ho,ten,gioitinh,ngaysinh,email,didong,cmnd,hocbong,makh
C0443,Lâm Văn Minh,Tuấn,True,1999-02-11 00:00:00,lvmtuan@gmail.com,0913653761          ,490775431528,1000000,CN
C0444,Đàm Nam,Tân,True,1999-03-12 00:00:00,dntan@gmail.com,0913229717          ,962113679279,0,CN
C0445,Đàm Ngọc,Thu,False,1999-09-18 00:00:00,dnthu@gmail.com,0987617437          ,105802047565,2000000,CN
C0446,Đàm Văn Minh,Sinh,True,1999-08-15 00:00:00,dvmsinh@gmail.com,0913068853          ,830302252818,2000000,CN
C0447,Đặng Thị,Nhung,False,1999-06-19 00:00:00,dtnhung@gmail.com,0987418689          ,722648164882,3000000,CN
C0448,Khương Thanh,Thu,False,1999-08-30 00:00:00,ktthu@gmail.com,0987783654          ,862071688474,0,CN
C0449,Bạch Mạnh,Bảo,True,1999-05-17 00:00:00,bmbao@gmail.com,0168987536          ,776221786150,2000000,CN
C0450,Trần Nam,Tuấn,True,1999-09-11 00:00:00,tntuan@gmail.com,0987677575          ,944517325865,2000000,CN
C0451,Văn Minh,Phương,True,1999-02-26 00:00:00,vmphuong@gmail.com,0987415478          ,616248776458,2000000,CN
C0452,Đàm Vĩnh,Vỹ,True,1999-08-09 00:00:00,dvvy@gmail.com,0987781530          ,101427412453,2000000,CN
C0453,Văn Thị Thanh,Mai,False,1999-07-21 00:00:00,vttmai@gmail.com,0168242635          ,489292238845,0,CN
C0454,Nguyễn Văn Minh,Kiệt,True,1999-09-13 00:00:00,nvmkiet@gmail.com,0987728382          ,279750274437,0,CN
C0455,Văn Thảo,Lan,False,1999-12-03 00:00:00,vtlan@gmail.com,0987725628          ,765140415362,0,CN
C0456,Nguyễn Thảo,Đào,False,1999-09-14 00:00:00,ntdao@gmail.com,0168614925          ,786844871882,3000000,CN
C0457,Bạch Thị Thanh,Hạnh,False,1999-05-10 00:00:00,btthanh@gmail.com,0168268210          ,645933502115,1000000,CN
C0458,Lâm Mạnh,Thăng,True,1999-11-13 00:00:00,lmthang@gmail.com,0987375785          ,874593389518,1000000,CN
C0459,Đinh Thị Thảo,Hương,False,1999-08-19 00:00:00,dtthuong@gmail.com,0913948612          ,051336097483,0,CN
C0460,Cao Vĩnh,Tuấn,True,1999-03-31 00:00:00,cvtuan@gmail.com,0913456061          ,078778843672,2000000,CN
C0461,Hoàng Thảo,Hạnh,False,1999-02-21 00:00:00,hthanh@gmail.com,0913989283          ,432221417662,3000000,CN
C0462,Lê Vĩnh,Tuấn,True,1999-12-12 00:00:00,lvtuan@gmail.com,0168420148          ,214661128832,2000000,CN
C0463,Đinh Thị,Ly,False,1999-05-14 00:00:00,dtly@gmail.com,0913505963          ,453525154664,1000000,CN
C0464,Lâm Văn Minh,Sang,True,1999-08-02 00:00:00,lvmsang@gmail.com,0987685851          ,130028757474,2000000,CN
C0465,Khương Nam,Bảo,True,1999-02-19 00:00:00,knbao@gmail.com,0168606265          ,555446147527,0,CN
C0466,Lâm Thảo,Hoa,False,1999-04-18 00:00:00,lthoa@gmail.com,0913611845          ,128675540066,3000000,CN
C0467,Nguyễn Thị Thanh,Trúc,False,1999-03-21 00:00:00,ntttruc@gmail.com,0987829163          ,287855585018,1000000,CN
C0468,Vương Thanh,Ngân,True,1999-05-23 00:00:00,vtngan@gmail.com,0168486655          ,930742647183,2000000,CN
C0469,Phạm Vĩnh,Hòa,True,1999-11-08 00:00:00,pvhoa@gmail.com,0168444562          ,982168595883,2000000,CN
C0470,Đàm Văn Minh,Thiệu,True,1999-07-19 00:00:00,dvmthieu@gmail.com,0987629645          ,144388705869,0,CN
C0471,Mã Thảo,Mai,False,1999-07-03 00:00:00,mtmai@gmail.com,0168192483          ,211413632627,1000000,CN
C0472,Khương Nam,Bảo,True,1999-08-13 00:00:00,knbao@gmail.com,0913566872          ,655233938084,3000000,CN
C0473,Đặng Thảo,Nhung,False,1999-03-18 00:00:00,dtnhung@gmail.com,0168516133          ,812432511898,2000000,CN
C0474,Đinh Thị,Nga,False,1999-02-14 00:00:00,dtnga@gmail.com,0913398132          ,136163923242,1000000,CN
C0475,Mã Văn,Hòa,True,1999-12-10 00:00:00,mvhoa@gmail.com,0913162645          ,508596478355,2000000,CN
C0476,Cao Thị Thảo,Trang,False,1999-01-04 00:00:00,ctttrang@gmail.com,0168459256          ,879282724835,3000000,CN
C0477,Trần Thanh,Thu,False,1999-11-15 00:00:00,ttthu@gmail.com,0913092974          ,775395146886,0,CN
C0478,Đinh Thị Thảo,Thúy,False,1999-01-04 00:00:00,dttthuy@gmail.com,0987720318          ,893535467534,2000000,CN
C0479,Cao Thảo,Nga,False,1999-01-10 00:00:00,ctnga@gmail.com,0913184297          ,903616133565,1000000,CN
C0480,Văn Văn,Lộc,True,1999-05-27 00:00:00,vvloc@gmail.com,0987869452          ,649235321195,3000000,CN
C0481,Bạch Minh,Thu,False,1999-02-24 00:00:00,bmthu@gmail.com,0987736019          ,725978360675,3000000,CN
C0482,Khương Văn Minh,Tuấn,True,1999-09-19 00:00:00,kvmtuan@gmail.com,0987636799          ,356558591786,0,CN
C0483,Lý Vĩnh,Thiệu,True,1999-06-21 00:00:00,lvthieu@gmail.com,0913453657          ,432742077115,0,CN
C0484,Trần Vĩnh,Trọng,True,1999-02-17 00:00:00,tvtrong@gmail.com,0987976142          ,703499812390,0,CN
C0485,Đặng Nam,Hòa,True,1999-11-05 00:00:00,dnhoa@gmail.com,0987487462          ,223817673650,2000000,CN
C0486,Mã Thị Thanh,Hương,False,1999-08-29 00:00:00,mtthuong@gmail.com,0987572666          ,876502838928,1000000,CN
C0487,Vương Văn Minh,Trọng,True,1999-02-28 00:00:00,vvmtrong@gmail.com,0168761868          ,357093547375,0,CN
C0488,Nguyễn Bạch,Thanh,False,1999-06-13 00:00:00,nbthanh@gmail.com,0913921331          ,769521524281,0,CN
C0489,Phạm Văn Minh,Thiện,True,1999-05-21 00:00:00,pvmthien@gmail.com,0168648235          ,757653856681,0,CN
C0490,Phạm Minh,Thu,False,1999-10-07 00:00:00,pmthu@gmail.com,0987774343          ,885266473168,1000000,CN
C0491,Đàm Phương,Ngọc,False,1999-12-11 00:00:00,dpngoc@gmail.com,0168945461          ,823576923388,0,CN
C0492,Bạch Văn,Trọng,True,1999-06-18 00:00:00,bvtrong@gmail.com,0913251389          ,625173073725,0,CN
C0493,Đinh Phú,Mỹ,False,1999-02-06 00:00:00,dpmy@gmail.com,0987696469          ,574067785564,3000000,CN
C0494,Cao Nam,Hòa,True,1999-07-11 00:00:00,cnhoa@gmail.com,0913210583          ,747241670565,1000000,CN
C0495,Khương Văn,Thăng,True,1999-04-26 00:00:00,kvthang@gmail.com,0168372401          ,838207305432,0,CN
C0496,Đàm Thanh,Mỹ,False,1999-11-07 00:00:00,dtmy@gmail.com,0987158102          ,045330756410,0,CN
C0497,Đàm Bạch,Thanh,False,1999-09-26 00:00:00,dbthanh@gmail.com,0913476530          ,920017220788,1000000,CN
C0498,Lê Thảo,Thúy,False,1999-09-09 00:00:00,ltthuy@gmail.com,0987282354          ,722901735535,1000000,CN
C0499,Trần Thảo,Thúy,False,1999-01-16 00:00:00,ttthuy@gmail.com,0168146516          ,180691503172,0,CN
C0500,Cao Văn,Bảo,True,1999-11-14 00:00:00,cvbao@gmail.com,0987580257          ,101478507741,1000000,CN
